customerID,TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0853-TWRVK,7581.5,105.6,0,72,1,1,0,1,2,1,2,2,2,2,0,2,2,0,0,0
8914-RBTSB,3019.5,93.8,0,31,1,1,0,1,2,1,0,2,2,0,2,0,0,0,2,1
6212-ATMLK,4729.75,95.7,0,50,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0
8200-LGKSR,6126.1,83.2,0,71,1,1,0,1,2,0,2,0,2,2,2,2,2,0,2,0
1568-BEKZM,6333.4,90.05,1,70,1,1,0,1,2,0,2,2,2,2,2,2,2,0,1,0
0670-ANMUU,6687.85,97.65,0,71,1,0,0,1,2,1,2,0,0,2,0,2,1,0,1,0
6897-RWMUB,4158.25,68.05,0,61,1,1,1,1,0,0,2,2,2,2,0,0,2,1,0,0
0963-ZBDRN,3183.4,96.2,0,32,1,0,0,1,0,1,0,0,0,2,2,2,0,1,2,1
7594-RQHXR,79.6,79.6,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,1
6999-CHVCF,7149.35,102.1,0,68,1,0,0,1,2,1,2,2,2,0,0,2,2,1,0,0
6134-KWTBV,1429.65,23.4,0,62,1,0,0,1,2,2,1,1,1,1,1,1,2,0,0,0
1077-HUUJM,472.65,71.05,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0
6331-EWIEB,1734.5,85.25,0,20,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1
0895-LNKRC,113.5,19.45,0,6,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
2045-BMBTJ,1884.65,59.45,1,33,0,0,0,0,1,0,2,2,2,0,2,2,0,1,0,0
8417-GSODA,2568.15,92.2,0,28,1,1,1,1,2,1,0,0,0,0,2,2,1,0,0,0
5171-EPLKN,470.0,19.85,0,27,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
4452-QIIEB,278.4,43.9,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
5998-VVEJY,2088.8,80.5,0,26,1,0,0,1,2,1,0,0,0,2,0,0,0,1,2,1
1624-NALOJ,502.6,89.8,1,5,1,0,0,1,2,1,0,2,0,0,0,2,0,1,2,1
6741-EGCBI,2595.85,90.5,1,30,1,0,0,1,2,1,2,0,0,0,0,2,0,1,1,0
7820-ZYGNY,5825.5,90.45,0,63,1,0,0,1,2,1,0,2,0,0,0,2,1,0,1,0
4317-VTEOA,50.75,50.75,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1
9677-AVKED,4449.75,84.6,0,53,0,0,1,1,2,0,0,2,2,2,2,2,1,1,2,0
1670-SVOWZ,1208.35,89.65,0,14,0,1,1,1,0,1,0,2,0,2,0,2,0,1,1,1
2227-JRSJX,1956.4,99.15,0,21,0,0,0,1,0,1,0,2,0,2,2,2,0,1,0,0
9847-HNVGP,310.6,19.95,0,17,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
6696-YDAYZ,290.55,20.5,0,16,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
8980-WQFWL,2096.1,62.1,0,35,0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,0
1730-ZMAME,2665.0,79.5,1,32,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0
6506-EYCNH,543.8,19.55,0,28,0,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0
4634-JLRJT,20.35,20.35,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
9501-UKKNL,3005.8,51.7,0,59,1,0,0,0,1,0,0,0,0,2,2,2,0,1,2,0
2560-QTSBS,1623.15,23.3,0,72,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0
7541-YLXCL,2498.4,65.4,0,36,1,0,0,1,0,0,0,2,0,2,0,2,1,1,3,1
4795-WRNVT,2586.0,65.1,0,40,0,0,0,1,0,0,2,2,0,0,2,0,0,0,3,0
6080-TCMYC,3292.3,81.2,0,40,1,1,1,1,2,1,0,0,2,0,0,0,0,1,2,0
0260-ZDLGK,651.4,72.9,0,9,0,0,1,1,0,0,0,0,2,2,2,2,0,1,3,1
7860-UXCRM,4674.55,74.5,0,63,1,1,1,1,0,0,2,2,2,2,2,0,2,0,1,0
6357-JJPQT,232.35,80.5,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0
2292-XQWSV,2448.5,60.3,0,40,1,1,1,0,1,0,0,2,2,2,2,2,1,0,3,0
9552-TGUZV,658.1,75.0,0,8,1,1,0,1,0,1,2,0,0,0,0,0,0,1,3,0
5913-INRQV,3128.8,90.15,1,34,1,1,0,1,0,1,2,0,0,2,2,0,1,0,3,0
8722-NGNBH,223.45,40.0,0,5,1,0,0,0,1,0,2,0,2,2,0,0,0,0,3,1
6210-KBBPI,919.4,99.45,1,9,1,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1
9643-YBLUR,653.95,69.05,0,9,1,1,0,1,2,0,0,2,2,0,0,2,0,1,1,0
8734-FNWVH,1825.5,59.7,0,31,1,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0
9447-YPTBX,943.1,19.85,0,50,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0
0133-BMFZO,181.65,86.25,0,2,0,0,0,1,0,1,2,2,0,2,0,0,0,1,2,1
6128-CZOMY,45.65,45.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
9540-JYROE,551.35,70.1,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1
9026-LHEVG,359.4,40.75,0,9,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0
2260-USTRB,115.95,70.2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3656-TKRVZ,165.2,55.35,0,3,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,1
7011-CVEUC,2338.35,95.7,0,25,1,1,0,1,0,1,0,0,0,2,2,2,0,1,1,0
6185-TASNN,46.3,46.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
7925-PNRGI,3541.1,81.3,0,45,0,1,1,1,2,0,2,2,2,2,2,0,0,0,3,0
8623-TMRBY,4146.05,84.2,1,51,1,1,1,1,2,1,0,2,2,0,0,0,0,1,2,1
1552-CZCLL,1087.25,20.0,0,55,0,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0
3038-PQIUY,2522.4,66.15,0,38,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,0
1501-SGHBW,81.0,45.85,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
9313-CDOGY,717.3,19.6,0,38,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0
8148-BPLZQ,1734.2,49.8,0,34,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0
2623-DRYAM,7069.3,101.75,0,70,0,1,0,1,2,1,0,0,2,0,2,2,1,1,2,0
9987-LUTYD,742.9,55.15,0,13,0,0,0,1,0,0,2,0,0,2,0,0,1,0,3,0
3208-YPIOE,3017.65,75.25,0,39,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1
4488-KQFDT,6423.0,103.95,0,61,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,0
2612-RANWT,1164.3,100.15,0,12,0,0,0,1,2,1,0,0,2,0,2,2,0,1,0,1
5693-PIPCS,4220.35,99.65,0,41,1,0,0,1,0,1,0,2,0,2,2,2,2,1,1,0
0491-KAPQG,1558.7,73.7,0,21,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0
1925-LFCZZ,2743.45,50.05,1,55,1,0,0,0,1,0,0,0,2,0,2,2,1,1,0,0
8039-EQPIM,4055.5,60.25,0,69,1,1,0,0,1,0,2,0,2,2,2,2,2,0,0,0
6900-PXRMS,2710.25,105.75,1,26,1,1,1,1,2,1,0,2,2,0,2,2,0,0,2,1
8707-RMEZH,6055.55,87.3,1,69,0,1,0,1,0,1,2,2,0,0,0,2,1,0,1,0
3346-BRMIS,810.7,48.35,1,18,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2,1
3209-ZPKFI,2538.2,54.25,0,47,1,1,1,1,2,0,0,2,0,0,0,0,0,0,2,0
6479-VDGRK,6129.2,85.3,0,72,0,1,1,1,0,0,2,2,2,2,2,2,2,0,0,0
9373-WSLOY,1750.85,50.0,1,33,1,1,0,0,1,0,0,2,2,2,2,0,0,1,2,0
2933-FILNV,36.55,24.4,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1
3569-JFODW,6652.45,90.95,0,72,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,0
9819-FBNSV,2575.45,72.25,1,37,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9544-PYPSJ,6019.35,96.1,1,62,0,1,1,1,2,1,0,2,2,0,0,2,0,1,1,0
1591-XWLGB,1379.6,19.85,0,71,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,0
0396-UKGAI,1284.2,55.3,0,23,1,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0
3243-ZHOHY,296.15,20.1,0,16,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
5186-EJEGL,653.25,69.5,0,9,1,0,0,1,0,0,2,0,2,2,2,0,0,1,3,0
7527-QNRUS,412.6,25.15,0,17,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,0
9986-BONCE,85.5,20.95,0,4,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,1
2722-JMONI,49.55,49.55,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2,1
2203-GHNWN,1928.7,79.65,0,24,0,1,0,1,2,1,0,0,2,0,0,0,0,1,3,0
3878-AVSOQ,71.25,71.25,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
3258-SYSWS,7845.8,113.8,1,72,1,0,0,1,2,1,2,2,2,2,2,2,2,0,0,0
5296-PSYVW,1750.7,24.55,0,72,0,1,0,1,2,2,1,1,1,1,1,1,2,0,2,0
6319-QSUSR,216.2,19.7,0,11,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,0
4083-EUGRJ,178.5,20.25,0,9,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
7579-OOPEC,115.1,50.15,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1
0512-FLFDW,6029.0,100.5,1,60,0,1,0,1,2,1,0,0,2,0,2,2,1,1,1,0
1771-OADNZ,2745.2,95.9,1,29,1,1,0,1,2,1,0,2,2,0,0,2,0,1,2,1
0487-CRLZF,3721.9,74.45,0,49,0,0,0,1,0,0,0,0,2,2,2,2,2,1,0,0
2107-FBPTK,3121.1,104.1,1,30,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,0
9451-WLYRI,990.45,19.05,0,53,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,0
8219-VYBVI,1004.35,25.0,0,39,1,0,1,1,2,2,1,1,1,1,1,1,2,0,3,0
1991-VOPLL,157.65,19.05,0,9,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
9738-QLWTP,3219.75,81.9,0,39,1,0,0,1,0,1,0,0,2,2,0,0,1,0,2,0
1016-DJTSV,572.85,69.7,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
9419-IPPBE,4554.85,90.15,0,51,0,1,1,1,2,1,0,0,2,0,0,2,1,1,2,0
0174-QRVVY,1847.55,25.35,0,71,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
5699-BNCAS,1766.75,24.65,1,71,1,0,0,1,2,2,1,1,1,1,1,1,2,1,3,0
2900-PHPLN,1462.05,19.55,1,70,0,1,0,1,0,2,1,1,1,1,1,1,2,1,1,0
0612-RTZZA,25.25,25.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
8106-GWQOK,2193.2,60.0,0,38,1,1,0,0,1,0,2,2,0,2,2,2,2,1,0,0
8751-EDEKA,2433.5,89.9,0,28,0,1,0,1,0,1,0,2,2,0,0,2,0,0,1,0
6878-GGDWG,641.15,19.4,0,32,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,0
4039-PIMHX,2398.4,49.8,1,49,1,1,0,1,0,0,0,2,0,0,0,0,2,0,3,0
8450-LUGUK,861.85,24.1,0,37,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0
3604-WLABM,583.0,54.25,0,10,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0
0795-GMVQO,7332.4,109.9,0,67,1,1,0,1,2,1,2,2,2,0,2,2,1,0,1,0
2259-OUUSZ,249.55,35.5,0,7,1,0,0,0,1,0,0,0,2,2,0,0,1,1,1,0
1142-IHLOO,4475.9,87.55,0,51,0,0,0,1,0,1,0,0,0,0,2,2,1,0,1,0
6410-LEFEN,416.45,45.15,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
4633-MKHYU,788.6,88.4,0,9,0,0,0,1,0,1,0,0,0,0,2,2,0,1,3,0
6257-RJOHI,202.3,50.8,0,4,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0
1545-JFUML,6994.6,99.0,0,71,1,1,0,1,2,1,2,2,2,0,2,0,2,1,2,0
3194-ORPIK,4116.15,84.4,0,50,0,1,1,1,2,1,0,0,0,0,2,0,0,1,0,1
7826-VVKWT,2263.45,96.55,1,24,0,1,1,1,0,1,0,0,2,0,2,2,2,1,2,0
1353-GHZOS,1374.35,59.75,0,22,1,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0
2587-EKXTS,4915.15,111.5,0,44,1,0,0,1,2,1,2,2,2,0,2,2,0,1,2,0
5442-BXVND,838.5,24.25,0,33,0,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0
8816-VXNZD,75.1,75.1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
9378-FXTIZ,3715.65,70.15,0,54,0,1,0,1,2,0,0,0,0,0,2,2,1,1,1,1
1723-HKXJQ,4273.45,101.75,0,42,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
7825-GKXMW,45.8,45.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
9753-OYLBX,20.5,20.5,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
2364-UFROM,2044.75,70.4,0,30,1,0,0,1,0,0,2,2,0,2,2,0,1,0,2,0
6656-JWRQX,30.55,30.55,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0
6473-ULUHT,1398.25,84.9,0,16,1,1,1,1,2,0,2,2,0,2,2,2,0,0,2,0
1240-KNSEZ,20.1,20.1,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
0836-SEYLU,328.95,40.65,0,9,1,1,0,0,1,0,0,0,0,2,2,0,0,0,3,1
4433-JCGCG,4680.05,101.0,1,46,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
3716-BDVDB,69.1,69.1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
7688-AWMDX,3778.2,54.5,0,71,1,1,0,1,0,0,2,0,0,2,0,0,2,0,0,0
2842-BCQGE,3161.4,75.35,0,43,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0
7244-QWYHG,2188.45,44.45,0,50,1,1,0,0,1,0,2,0,0,2,2,0,1,1,0,0
5899-MQZZL,999.45,75.0,0,13,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1
6849-OYAMU,1888.65,100.0,0,19,1,1,1,1,0,1,0,2,0,2,2,2,1,0,0,1
5312-UXESG,3990.6,98.05,0,41,0,0,0,1,2,1,0,0,2,0,2,2,0,0,0,0
9488-HGMJH,71.15,71.15,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
6038-GCYEC,1240.25,54.15,0,24,0,0,0,0,1,0,0,2,2,0,2,2,0,1,1,1
2150-WLKUW,2635.0,63.9,0,40,0,1,0,1,2,0,0,2,0,0,2,0,1,0,0,0
7159-FVYPK,235.0,69.15,0,3,0,1,1,1,2,0,0,2,2,0,2,0,0,1,0,0
7032-LMBHI,2347.85,64.65,0,37,0,0,0,1,2,0,2,0,0,0,2,0,1,0,0,0
1150-WFARN,7156.2,108.75,0,67,0,1,1,1,2,1,2,0,2,2,2,2,2,1,1,1
6088-BXMRG,3089.6,98.85,0,32,0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,0
3144-AUDBS,270.8,49.15,0,6,0,1,0,1,0,0,0,0,0,2,0,0,0,1,2,1
4821-SJHJV,2901.8,89.6,0,32,0,1,1,1,2,1,2,0,0,0,2,0,0,0,2,0
7346-MEDWM,4949.1,83.25,0,59,0,0,0,1,2,1,0,2,2,0,0,0,0,1,2,0
1137-DGOWI,2198.9,70.25,0,30,0,1,0,1,0,0,0,2,2,2,0,2,1,0,0,0
5616-PRTNT,374.5,19.4,0,20,1,0,1,1,0,2,1,1,1,1,1,1,0,1,2,1
3812-LRZIR,761.95,24.5,0,27,0,1,1,1,2,2,1,1,1,1,1,1,2,0,2,0
4818-QIUFN,1520.9,79.15,1,20,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,1
9483-GCPWE,190.25,20.1,0,9,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0
4227-OJHAL,5163.0,73.0,0,68,0,1,1,1,2,0,2,2,2,0,2,0,1,1,1,0
9220-CXRSC,4059.85,61.4,0,69,0,1,1,1,2,0,2,0,0,2,0,0,2,0,1,0
4993-JCRGJ,2281.6,84.3,0,26,1,0,0,1,2,1,0,0,2,2,0,0,0,1,3,0
9537-JALFH,1356.7,19.9,0,69,1,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
6698-OXETB,231.45,20.4,0,11,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
2103-ZRXFN,50.75,50.75,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0
3724-BSCVH,242.4,20.45,0,10,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
4877-TSOFF,4264.25,75.75,0,55,0,1,1,1,2,0,2,2,0,2,0,2,1,1,0,0
9209-NWPGU,2774.55,65.4,0,44,1,0,0,1,0,0,2,0,0,2,2,0,1,0,2,0
6961-VCPMC,3605.2,80.4,1,46,1,1,0,1,0,1,0,0,0,0,0,2,0,1,2,1
7306-YDSOI,4069.9,59.75,0,69,1,1,1,1,0,0,2,2,2,0,0,0,2,1,0,0
5288-AHOUP,874.2,78.5,1,11,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0
6688-UZPWD,1145.35,102.0,0,11,0,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1
0655-YDGFJ,1323.7,48.95,0,29,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
8468-EHYJA,5497.05,99.65,0,57,0,1,0,1,2,1,2,0,0,0,2,2,0,1,2,0
6823-SIDFQ,534.7,18.25,0,28,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0
1097-FSPVW,2455.05,54.55,0,42,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0
2839-RFSQE,38.7,20.65,0,2,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
8328-SKJNO,947.4,40.65,0,23,1,0,1,0,1,0,2,2,0,2,0,0,1,0,0,0
7010-ZMVBF,357.0,20.45,0,18,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
5201-CBWYG,1476.25,24.8,0,62,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0
0968-GSIKN,70.8,70.8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1
1965-DDBWU,1448.6,89.05,0,16,1,0,0,1,2,1,0,0,0,2,0,2,0,1,1,1
9057-SIHCH,291.9,96.6,0,3,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
6352-GIGGQ,5903.15,88.8,0,67,1,0,0,1,2,0,2,2,2,2,2,2,1,1,0,0
3635-QQRQD,1201.65,20.05,0,62,1,0,0,1,0,2,1,1,1,1,1,1,2,1,1,0
6771-XWBDM,5921.35,104.5,0,57,0,1,0,1,2,1,0,2,2,0,2,2,0,1,1,1
2897-DOVND,146.65,69.8,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
3082-YVEKW,1759.4,77.15,0,23,0,1,1,1,2,0,2,0,2,2,2,0,2,1,0,0
0191-EQUUH,844.45,35.05,0,25,0,0,1,0,1,0,2,0,0,2,0,0,2,0,0,0
7134-HBPBS,7774.05,108.1,1,72,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0,0
3489-HHPFY,134.05,84.05,0,2,0,1,0,1,2,1,0,0,0,0,2,0,0,1,2,0
2926-JEJJC,140.95,20.2,0,8,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0
8601-QACRS,249.95,50.6,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1
4950-BDEUX,1701.65,49.2,0,35,1,0,0,0,1,0,0,0,2,0,2,2,0,0,2,0
5789-LDFXO,592.65,24.6,0,24,1,0,0,1,2,2,1,1,1,1,1,1,1,0,2,0
0508-OOLTO,135.75,71.65,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0
2984-TBYKU,7732.65,104.9,0,72,1,1,1,1,2,1,2,2,2,2,0,2,2,1,1,0
9822-WMWVG,4282.4,106.5,0,41,0,0,0,1,2,1,2,2,2,2,2,0,0,1,2,0
2391-SOORI,219.65,49.35,0,4,1,0,1,1,0,0,2,0,0,0,0,0,0,0,2,1
9040-KZVWO,2018.1,75.5,0,26,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0
2645-QTLMB,669.0,94.25,0,7,1,0,0,1,0,1,0,2,0,0,2,2,0,1,2,1
4806-HIPDW,68.95,68.95,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1
1548-ARAGG,224.85,58.5,0,4,0,1,1,1,2,0,0,2,0,2,0,0,0,1,3,0
6339-RZCBJ,3771.5,78.9,0,48,1,0,0,1,0,0,0,2,2,2,2,2,2,0,1,0
4424-TKOPW,196.75,93.85,1,2,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
4415-WNGVR,943.85,79.2,1,12,0,1,0,1,0,0,2,0,2,2,2,2,1,1,2,0
2522-AHJXR,6572.85,109.45,0,60,1,1,0,1,2,1,2,0,2,2,2,2,0,1,0,0
0412-UCCNP,3175.85,59.2,0,55,1,0,0,1,0,0,2,0,2,2,0,0,2,1,2,0
1816-FLZDK,29.15,29.15,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0
7096-UCLNH,20.05,20.05,0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
8443-ZRDBZ,318.9,76.05,0,4,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
9136-ALYBR,24.45,24.45,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
4615-PIVVU,2762.75,66.5,0,42,0,0,0,1,0,0,0,0,2,2,0,2,2,0,1,0
8885-QSQBX,49.55,49.55,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
7479-NITWS,631.85,89.35,0,7,1,0,0,1,2,1,0,0,2,0,2,0,0,1,1,1
8617-ENBDS,232.5,73.6,0,3,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0
9385-NXKDA,5919.35,82.65,0,72,0,1,0,1,2,0,2,2,2,0,2,2,2,1,1,0
0430-IHCDJ,749.25,49.0,0,15,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0
2959-MJHIC,307.4,80.35,0,4,1,1,0,1,0,1,0,0,0,0,2,0,0,1,2,1
6674-KVJHG,245.15,25.2,0,11,0,0,0,1,2,2,1,1,1,1,1,1,1,0,2,0
1814-DKOLC,134.75,25.45,0,5,0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,0
4201-JMNGR,55.8,55.8,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,1,2,1
9351-HXDMR,8240.85,110.9,0,72,1,1,0,1,2,1,2,0,2,2,2,2,2,1,1,0
3537-HPKQT,4266.4,77.75,0,55,0,1,0,1,2,1,0,2,0,0,0,0,0,1,1,0
2129-ALKBS,1077.5,26.2,0,40,0,1,1,1,2,2,1,1,1,1,1,1,0,1,2,0
5821-MMEIL,1115.6,19.9,0,57,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0
5960-WPXQM,79.05,79.05,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
0684-AOSIH,95.0,95.0,0,1,1,1,0,1,0,1,2,0,0,0,2,2,0,1,2,1
8260-NGFNY,25.2,25.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
1309-XGFSN,4079.55,80.85,1,52,1,1,1,1,2,0,0,2,2,0,2,2,1,1,2,0
1866-RZZQS,4187.75,98.4,1,41,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
6968-URWQU,2391.15,56.35,0,43,1,1,0,1,0,0,0,0,0,0,2,0,1,1,3,0
4742-TXUEX,890.5,19.3,0,47,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
9631-XEYKE,137.25,50.4,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
8631-NBHFZ,5154.6,79.4,1,66,1,1,1,1,2,0,2,2,2,2,2,0,2,0,1,1
1335-MXCSE,3119.9,55.25,0,55,1,1,1,1,0,0,0,0,2,2,0,0,2,1,1,0
8873-TMKGR,529.5,19.1,0,29,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
8800-JOOCF,966.55,84.05,0,12,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,0
1469-LBJQJ,6936.85,105.2,0,66,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,0
4958-XCBDQ,3496.3,101.4,1,35,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
8337-UPOAQ,914.3,89.8,1,10,1,1,0,1,2,1,0,0,2,0,0,2,0,1,2,1
0064-YIJGF,1929.0,75.75,0,27,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0
2386-OWURY,5817.7,95.3,0,58,0,0,0,1,0,1,0,0,0,2,2,2,0,1,2,0
1725-IQNIY,6110.2,109.75,0,54,1,1,0,1,0,1,2,2,2,2,2,2,2,0,0,1
0310-VQXAM,178.8,19.85,0,9,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
6598-RFFVI,28.3,19.3,0,2,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,1
3453-RTHJQ,435.0,69.1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
6712-OAWRH,2351.8,91.25,1,26,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1
6278-FEPBZ,186.15,20.25,0,9,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
4280-DLSHD,445.85,54.75,0,8,1,1,0,1,0,0,0,2,2,0,0,0,0,1,3,0
1508-DFXCU,912.0,81.45,0,12,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0
8614-VGMMV,679.55,49.1,0,15,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1
7868-BGSZA,3581.6,80.2,0,43,1,1,0,1,2,0,2,0,2,0,2,2,1,1,2,0
2800-QQUSO,4222.95,100.3,0,42,1,0,0,1,2,1,0,0,0,2,2,2,0,1,2,0
2930-UOTMB,1994.3,65.25,0,31,0,0,0,1,2,0,2,0,2,2,0,0,0,0,1,1
7973-DZRKH,5930.05,90.95,0,66,0,0,1,1,2,1,2,0,2,2,0,0,2,1,1,0
